Latin Word,POS
peredo,Verb
perflo,Verb
perhoc,Adjective
perimo,Verb
perlor,Verb
perluo,Verb
permeo,Verb
permuo,Verb
perneo,Verb
pernus,Adjective
peroro,Verb
persea,Verb
persto,Adjective
peruro,Verb
petigo,Verb
petulo,Adjective
pharus,Verb
phases,Adjective
phasus,Adjective
pheleo,Verb
phocus,Adjective
piccas,Adjective
piceus,Adjective
pictus,Verb
pigror,Verb
piguus,Adjective
pileus,Adjective
pineus,Adjective
pinnor,Verb
pipero,Verb
pipilo,Verb
pirata,Verb
piscis,Adjective
pistum,Verb
placeo,Verb
plango,Verb
planto,Verb
planus,Adjective
plasmo,Verb
plaudo,Verb
plecto,Verb
plegio,Verb
plenus,Adjective
plerun,Adjective
plerus,Adjective
plexus,Adjective
plicus,Adjective
plipio,Verb
plorus,Verb
plumbo,Verb
poenus,Adjective
polleo,Verb
polluo,Adjective
pollus,Adjective
pollux,Adjective
polygo,Verb
polyso,Verb
poplis,Adjective
populo,Verb
porceo,Adjective
porpeo,Verb
portus,Verb
possum,Verb
potina,Adjective
potito,Verb
praedo,Verb
praeeo,Verb
praefo,Verb
praemo,Verb
praeoo,Verb
praepo,Verb
praeto,Verb
prauus,Adjective
pravus,Adjective
prebeo,Verb
precor,Verb
prendo,Verb
prenso,Verb
presso,Verb
priene,Adjective
primor,Adjective
primus,Adjective
priuus,Adjective
privus,Adjective
probus,Adjective
procax,Adjective
procer,Adjective
prodeo,Verb
prodio,Verb
produx,Verb
proflo,Verb
prolor,Verb
proluo,Verb
promus,Verb
pronus,Adjective
proqua,Verb
proreo,Verb
proruo,Verb
prosto,Verb
prosus,Adjective
proter,Verb
protus,Adjective
psallo,Verb
psilis,Adjective
psyche,Adjective
pterus,Adjective
pudens,Verb
pugilo,Verb
pugnax,Adjective
pulcer,Adjective
pulcre,Adjective
pullus,Adjective
pulsus,Verb
pultus,Adjective
pumico,Verb
purgeo,Verb
puscus,Adjective
puteal,Verb
putput,Adjective
putris,Adjective
pycneo,Verb
pyrius,Adjective
python,Verb
quadro,Verb
quaero,Verb
quaeso,Verb
qualis,Adjective
quasso,Verb
quatio,Verb
queror,Verb
quicun,Adjective
quilon,Adjective
quinao,Verb
quinto,Adjective
quinus,Adjective
quocum,Adjective
quojus,Adjective
quotus,Adjective
radico,Verb
raetia,Adjective
rameus,Adjective
rancus,Adjective
rapheo,Verb
raptus,Verb
rasito,Verb
raucus,Adjective
rauius,Verb
reageo,Verb
realis,Adjective
rebito,Verb
recedo,Verb
recens,Adjective
recepo,Verb
recido,Verb
recino,Verb
recito,Verb
recolo,Verb
recreo,Verb
rectus,Adjective
recubo,Verb
recuro,Verb
recuso,Verb
redamo,Verb
reddux,Verb
redico,Verb
redigo,Verb
redimo,Verb
redono,Verb
reduco,Verb
redugo,Verb
refero,Verb
refigo,Verb
refluo,Verb
refuto,Verb
regero,Verb
regius,Adjective
reicio,Verb
reinvo,Verb
relabo,Verb
relaxo,Verb
relego,Verb
relevo,Verb
relido,Verb
religo,Verb
relino,Verb
remano,Verb
remigo,Verb
remoro,Verb
renido,Verb
renito,Verb
rennuo,Verb
renodo,Verb
renovo,Verb
renuto,Verb
renuus,Adjective
reparo,Verb
repedo,Verb
repeto,Verb
repleo,Verb
repono,Verb
reputo,Verb
reseco,Verb
resero,Verb
resido,Verb
resono,Verb
respuo,Verb
restum,Verb
restus,Verb
resumo,Verb
retego,Verb
retexo,Verb
retono,Verb
reveho,Verb
revelo,Verb
revero,Verb
reviso,Verb
revivo,Adjective
revoco,Verb
revolo,Verb
revomo,Verb
rheumo,Verb
rhexus,Adjective
rhodio,Verb
rictus,Verb
riguus,Adjective
ritror,Verb
robeus,Adjective
robius,Adjective
roboro,Verb
rocheo,Verb
rogito,Verb
roncus,Adjective
roseus,Adjective
rubeio,Verb
rubeus,Verb
rubius,Adjective
rubrus,Adjective
rudens,Verb
ruidus,Adjective
rumino,Verb
ruscus,Adjective
russia,Adjective
russor,Verb
russus,Adjective
rutilo,Verb
sabate,Adjective
sabath,Verb
sabora,Adjective
sacrom,Adjective
sacrus,Adjective
saeuus,Adjective
saevus,Adjective
sagino,Verb
sagrus,Adjective
salina,Adjective
salsus,Adjective
saltum,Verb
salueo,Verb
saluto,Verb
saluus,Adjective
salveo,Verb
salvus,Adjective
samius,Adjective
sampsa,Verb
sappas,Adjective
sapsum,Adjective
sarcis,Verb
sardus,Adjective
sasima,Adjective
satago,Verb
saturo,Verb
saucio,Verb
saxeus,Adjective
scaber,Adjective
scalpo,Verb
scamno,Verb
scando,Verb
scateo,Verb
scindo,Verb
scipio,Verb
scirer,Adjective
scirpo,Verb
scirto,Verb
scisco,Verb
scitus,Verb
scorto,Verb
scrauo,Verb
screus,Adjective
scribo,Verb
scruio,Verb
scruto,Verb
sculpo,Verb
scurro,Verb
scutor,Verb
secedo,Verb
secreo,Verb
secubo,Verb
seduco,Verb
segnis,Adjective
segnus,Adjective
selego,Verb
seligo,Verb
semino,Verb
sensum,Adjective
sensuo,Verb
sentio,Verb
sentus,Adjective
separo,Verb
sepelo,Verb
sepono,Verb
septio,Verb
sepulo,Verb
sequax,Adjective
sequor,Verb
serene,Adjective
sereno,Verb
serius,Adjective
sertus,Adjective
seruio,Verb
setels,Adjective
setodo,Adjective
seubus,Adjective
seuius,Adjective
sevoco,Verb
sexies,Adjective
sextus,Adjective
sibilo,Verb
siccus,Adjective
sicini,Adjective
siligo,Verb
similo,Verb
simulo,Verb
sinape,Verb
singae,Adjective
singus,Adjective
sinnus,Adjective
sirius,Adjective
sisuro,Verb
sitell,Adjective
situus,Verb
smalto,Verb
smilax,Adjective
soanus,Adjective
sobris,Adjective
socius,Adjective
socolo,Verb
socrus,Adjective
soldus,Adjective
solers,Adjective
soleus,Adjective
solido,Verb
solito,Verb
sollus,Adjective
solymi,Adjective
somnio,Verb
sophus,Adjective
soporo,Verb
sorbeo,Verb
sordeo,Verb
spadus,Verb
sparax,Adjective
spargo,Verb
sparus,Adjective
spatio,Verb
spatus,Adjective
specio,Verb
specto,Verb
sperno,Verb
spicio,Verb
spirus,Adjective
spisse,Verb
spisso,Verb
spolio,Verb
sponda,Verb
sponso,Verb
spurco,Verb
spuris,Adjective
squama,Adjective
squino,Verb
stagno,Verb
statuo,Verb
status,Adjective
stello,Verb
sterno,Verb
sterto,Verb
stillo,Verb
stiuus,Adjective
stoebe,Verb
storax,Adjective
strepo,Verb
strido,Verb
strigo,Verb
struix,Verb
studeo,Verb
stupeo,Verb
stupro,Verb
suadeo,Verb
suadus,Verb
suanus,Adjective
suauis,Adjective
suavis,Adjective
suavus,Adjective
subedo,Verb
subigo,Verb
sublao,Verb
subluo,Verb
submuo,Verb
subpeo,Verb
subruo,Verb
substo,Verb
subsum,Verb
subulo,Verb
suecia,Adjective
suesco,Verb
suetus,Adjective
suffes,Verb
sufflo,Verb
suffuo,Verb
suilis,Adjective
summus,Adjective
suodal,Adjective
supero,Verb
supino,Verb
suppuo,Verb
suppus,Adjective
surdio,Verb
surdus,Adjective
suscio,Verb
suspeo,Verb
syrigo,Verb
syrinx,Adjective
syrmus,Adjective
syrtum,Verb
taedeo,Verb
taedio,Verb
taeieo,Adjective
taenio,Verb
taeter,Adjective
talcus,Adjective
talitr,Adjective
tamnum,Adjective
tangus,Verb
tantal,Adjective
tantus,Adjective
tardus,Adjective
tarmis,Verb
taruus,Adjective
tavius,Adjective
taxeus,Adjective
teanus,Adjective
teater,Verb
tectus,Adjective
temero,Verb
temnus,Adjective
tempto,Verb
tendeo,Verb
teneso,Adjective
tenuis,Adjective
tergeo,Verb
ternus,Adjective
terreo,Verb
tersus,Adjective
tertio,Adjective
testor,Verb
thisbe,Verb
thomix,Adjective
thorax,Adjective
tinguo,Verb
tinnio,Verb
titius,Adjective
titubo,Verb
tmolus,Adjective
tolero,Verb
tondeo,Verb
tonsus,Adjective
torpeo,Verb
torquo,Verb
torreo,Verb
torvus,Adjective
tottus,Adjective
tracto,Verb
tradux,Verb
traens,Verb
trahea,Verb
tranus,Adjective
tretto,Verb
tribuo,Verb
tricio,Verb
tricor,Adjective
tricus,Adjective
triglo,Verb
trilix,Adjective
trimus,Adjective
trinus,Adjective
tripal,Adjective
tristo,Verb
tritus,Adjective
trivus,Adjective
trudis,Verb
trunco,Verb
trusta,Verb
trutta,Verb
tuccus,Adjective
tudito,Verb
tuisso,Verb
tumeus,Verb
tumulo,Verb
tundus,Verb
turdus,Adjective
tureus,Adjective
turgeo,Verb
turius,Adjective
turner,Adjective
turpis,Adjective
turtum,Verb
turtur,Verb
turuor,Verb
tutemo,Verb
tutini,Adjective
tuxtax,Adjective
uacuus,Adjective
uangus,Adjective
uannus,Adjective
uargus,Adjective
uarius,Adjective
uastus,Adjective
ubiqua,Adjective
ueclus,Adjective
uemens,Verb
uentio,Verb
ueprio,Verb
uereor,Verb
uernus,Adjective
uescor,Verb
uester,Adjective
uestus,Adjective
uetero,Adjective
uictus,Verb
uigeni,Adjective
uilico,Adjective
uireus,Adjective
ulcero,Verb
ulmeus,Adjective
umecto,Verb
umesco,Verb
umidus,Adjective
uncino,Verb
unctus,Verb
undeco,Verb
undens,Adjective
undulo,Verb
ungueo,Verb
ungulo,Verb
unicus,Adjective
uomica,Adjective
uosmet,Verb
urgueo,Verb
urinor,Adjective
usitus,Verb
ustilo,Verb
ustulo,Verb
usurpo,Verb
uticus,Adjective
utilis,Adjective
utlago,Verb
uultur,Verb
uvesco,Verb
uvidus,Adjective
vacuus,Adjective
valent,Verb
valgus,Adjective
vaporo,Verb
vapulo,Verb
varico,Verb
varius,Adjective
vastus,Adjective
vatius,Adjective
vectis,Adjective
vegeto,Verb
velito,Verb
vendum,Verb
veneno,Verb
venero,Verb
vernix,Adjective
vernus,Adjective
verpus,Adjective
vescus,Adjective
vester,Adjective
vetero,Verb
viduus,Adjective
vietus,Adjective
vigilo,Verb
vigoro,Verb
vilico,Verb
vineus,Adjective
virido,Verb
visito,Verb
viteus,Adjective
vitreo,Verb
vocito,Verb
volito,Verb
voltur,Verb
voluto,Verb
vomito,Verb
voster,Adjective
wantus,Adjective
xystus,Adjective
ydiota,Adjective
zangus,Adjective
zinzio,Verb
