Latin Word,POS,English Meaning,Urdu Meaning
rapio,Verb,,
rapto,Verb,,
rarus,Adjective,,
ratis,Verb,,
ratus,Adjective,,
raubo,Adjective,,
rauus,Adjective,,
ravus,Adjective,,
reboo,Verb,,
recho,Verb,,
reddo,Verb,,
redeo,Verb,,
redux,Verb,,
reflo,Verb,,
refuo,Verb,,
regno,Verb,,
relor,Verb,,
remeo,Verb,,
rendo,Verb,,
reneo,Verb,,
renuo,Verb,,
repao,Verb,,
repeo,Verb,,
repoo,Verb,,
repro,Verb,,
repto,Verb,,
repuo,Verb,,
resto,Verb,,
retae,Verb,,
retuo,Verb,,
rheus,Adjective,,
ricus,Adjective,,
rideo,Verb,,
ridus,Adjective,,
rigeo,Verb,,
rimus,Adjective,,
ringo,Verb,,
ripio,Verb,,
robbo,Verb,,
robus,Adjective,,
rorus,Verb,,
rotus,Verb,,
rubeo,Verb,,
ruber,Adjective,,
ructo,Verb,,
rudio,Verb,,
rudis,Adjective,,
rudus,Adjective,,
rufus,Adjective,,
rugus,Adjective,,
rumpo,Verb,,
rumus,Adjective,,
runco,Verb,,
rusca,Adjective,,
rusus,Verb,,
rutus,Adjective,,
sacco,Verb,,
sacer,Adjective,,
sacro,Verb,,
saepa,Adjective,,
saeue,Adjective,,
sagax,Adjective,,
sagra,Adjective,,
sagus,Adjective,,
salax,Adjective,,
salia,Adjective,,
salis,Adjective,,
sallo,Verb,,
salto,Verb,,
salvo,Verb,,
samer,Adjective,,
sanus,Adjective,,
sapio,Verb,,
satin,Adjective,,
satio,Verb,,
satur,Adjective,,
satus,Adjective,,
savio,Verb,,
savus,Adjective,,
scabo,Verb,,
scaro,Verb,,
scato,Verb,,
scior,Verb,,
scito,Verb,,
scius,Adjective,,
sciꝫo,Verb,,
scobo,Verb,,
scopo,Verb,,
screo,Verb,,
sebax,Adjective,,
secio,Verb,,
secto,Verb,,
secus,Adjective,,
sedeo,Verb,,
seius,Adjective,,
sello,Verb,,
semus,Verb,,
seneo,Verb,,
senso,Verb,,
senus,Adjective,,
separ,Adjective,,
sequo,Verb,,
serio,Verb,,
serpo,Verb,,
serro,Verb,,
seruo,Verb,,
serus,Adjective,,
servo,Verb,,
sesdo,Verb,,
sesno,Verb,,
sexto,Verb,,
sicco,Verb,,
sicus,Adjective,,
sidus,Verb,,
signo,Verb,,
sileo,Verb,,
siler,Verb,,
silis,Adjective,,
silus,Adjective,,
simis,Adjective,,
simus,Adjective,,
sinuo,Verb,,
sipio,Verb,,
sirpo,Verb,,
siser,Verb,,
sisto,Verb,,
sitit,Adjective,,
situs,Adjective,,
socio,Verb,,
socus,Adjective,,
soleo,Verb,,
solor,Adjective,,
solox,Adjective,,
soluo,Verb,,
solus,Adjective,,
solvo,Verb,,
sonio,Verb,,
spero,Verb,,
spico,Verb,,
spigo,Verb,,
spino,Verb,,
spiro,Verb,,
splen,Adjective,,
spumo,Verb,,
sputo,Verb,,
staco,Verb,,
stego,Verb,,
stipo,Verb,,
strio,Verb,,
stror,Verb,,
struo,Verb,,
subdo,Verb,,
subeo,Verb,,
subex,Adjective,,
succo,Verb,,
sudus,Adjective,,
sufes,Verb,,
suggo,Verb,,
sulco,Verb,,
sulus,Adjective,,
sungo,Verb,,
suppa,Verb,,
surgo,Verb,,
surpo,Verb,,
surus,Verb,,
syceo,Verb,,
syrus,Adjective,,
tabeo,Verb,,
tablo,Verb,,
taceo,Verb,,
tagax,Adjective,,
talis,Adjective,,
tango,Verb,,
tanus,Adjective,,
tardo,Verb,,
temno,Verb,,
tenax,Adjective,,
tendo,Verb,,
tenea,Adjective,,
teneo,Verb,,
tener,Adjective,,
tento,Verb,,
tenuo,Verb,,
tepeo,Verb,,
tergo,Verb,,
tesba,Verb,,
testo,Verb,,
teter,Adjective,,
thalo,Verb,,
thrax,Adjective,,
ticus,Adjective,,
tilis,Adjective,,
timeo,Verb,,
timus,Adjective,,
tineo,Verb,,
tingo,Verb,,
tinus,Adjective,,
titio,Verb,,
titum,Verb,,
tollo,Verb,,
tonga,Adjective,,
torio,Verb,,
torno,Verb,,
torra,Verb,,
torro,Verb,,
torto,Verb,,
totus,Adjective,,
traco,Verb,,
trado,Verb,,
traha,Verb,,
traho,Verb,,
trama,Verb,,
trano,Verb,,
tremo,Verb,,
treva,Adjective,,
trewo,Adjective,,
tribo,Verb,,
trico,Verb,,
trido,Verb,,
trieo,Verb,,
trior,Verb,,
truco,Verb,,
trudo,Verb,,
truso,Verb,,
truus,Adjective,,
tueor,Verb,,
tufus,Adjective,,
tulci,Adjective,,
tumeo,Verb,,
tundo,Verb,,
tunno,Verb,,
turbo,Verb,,
turpo,Verb,,
tusca,Adjective,,
tutus,Adjective,,
uador,Verb,,
uadum,Verb,,
uafer,Verb,,
uagor,Verb,,
ualeo,Verb,,
uanes,Adjective,,
uanus,Adjective,,
uarro,Adjective,,
uberi,Verb,,
ubico,Verb,,
uegeo,Verb,,
uelox,Adjective,,
uendo,Verb,,
uenio,Verb,,
uenus,Adjective,,
uerax,Adjective,,
uerto,Verb,,
uerus,Adjective,,
uetus,Adjective,,
uexum,Verb,,
uexus,Verb,,
ufens,Verb,,
uiden,Verb,,
uideo,Verb,,
uilis,Adjective,,
uiolo,Verb,,
uiuus,Adjective,,
uivax,Adjective,,
uligo,Verb,,
ululo,Verb,,
umbro,Verb,,
umcio,Verb,,
uncus,Adjective,,
undus,Verb,,
unguo,Verb,,
uolao,Verb,,
uorax,Adjective,,
uorum,Verb,,
urgeo,Verb,,
urino,Verb,,
ursus,Adjective,,
uruus,Verb,,
usito,Verb,,
uulgo,Verb,,
uzita,Verb,,
vacuo,Verb,,
vadio,Verb,,
vafer,Adjective,,
vafre,Verb,,
vagus,Adjective,,
valeo,Verb,,
vallo,Verb,,
vanus,Adjective,,
vario,Verb,,
varus,Adjective,,
vasto,Verb,,
vecto,Verb,,
vegeo,Verb,,
veglo,Adjective,,
vello,Verb,,
vendo,Verb,,
veneo,Verb,,
vereo,Verb,,
vergo,Verb,,
verno,Verb,,
verro,Verb,,
verso,Verb,,
verto,Verb,,
verus,Adjective,,
vesco,Verb,,
veter,Adjective,,
vibro,Verb,,
video,Verb,,
viduo,Verb,,
vigeo,Verb,,
vilis,Adjective,,
vinco,Verb,,
violo,Verb,,
vireo,Verb,,
visco,Verb,,
vitio,Verb,,
vivao,Verb,,
vivus,Adjective,,
voleo,Verb,,
volgo,Verb,,
voluo,Verb,,
volvo,Verb,,
voveo,Verb,,
vulgo,Verb,,
wacio,Verb,,
witta,Verb,,
wytus,Adjective,,
yatus,Adjective,,
ymber,Verb,,
zacon,Verb,,
zerus,Adjective,,
zetis,Verb,,
zzzeo,Verb,,
zzzus,Adjective,,
